SCHOOL_ID,DATUM,INSTELLINGSNAAM_VESTIGING,POSTCODE_VESTIGING,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,PROVINCIE,SOORT_PO,DENOMINATIE_VESTIGING,BEVOEGD_GEZAG_NUMMER,EXAMEN,EXAMEN_AANTAL,EXAMEN_GEM
115NR_2016,2016,RK B 't Schrijverke,2716LW,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,31,86.80645161290319
015NS_2016,2016,De Aventurijn,4334BA,MIDDELBURG,687,Middelburg,Zeeland,Bo,Protestants-Christelijk,42653,CET,17,537.470588235294
015NU_2016,2016,Chr. Basisschool Avonturijn,1221CE,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Protestants-Christelijk,75753,CET,43,530.674418604651
015NV_2016,2016,Albertine Agnesschool,8915BB,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Protestants-Christelijk,41419,IEP,17,71.9411764705882
015NW_2016,2016,Basissch Eben Haezer,1781WC,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,15,74.5333333333333
015NX_2016,2016,Basissch De Wildzang,8225HA,LELYSTAD,995,Lelystad,Flevoland,Bo,Algemeen bijzonder,41226,CET,10,524.1
115NX_2016,2016,Cascade,1363DC,ALMERE,34,Almere,Flevoland,Bo,Algemeen bijzonder,41226,CET,21,526.9047619047619
015NZ_2016,2016,KC De Brug,3334BN,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Protestants-Christelijk,80433,IEP,14,81.78571428571429
015OB_2016,2016,Kath BS Limbrichterveld,6135CR,SITTARD,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,83280,CET,14,541.428571428571
015OE_2016,2016,OBS It Twaspan,8433KG,HAULERWIJK,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,CET,7,531.714285714286
015OF_2016,2016,De Veldrakker,3437CA,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Openbaar,41792,CET,42,538.857142857143
015OH_2016,2016,De Toermalijn,3206HJ,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41639,IEP,42,79.1904761904762
015OJ_2016,2016,OBS T Mozaiek,4388MD,OOST-SOUBURG,718,Vlissingen,Zeeland,Bo,Openbaar,42610,IEP,10,72.6
015OK_2016,2016,OBS Akkrum,8491HA,AKKRUM,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,51,530.823529411765
015OP_2016,2016,Dik Tromschool,2131AX,HOOFDDORP,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,CET,20,533.65
015OQ_2016,2016,Bs It Twaspan,9241GL,WIJNJEWOUDE,86,Opsterland,Friesland,Bo,Openbaar,41806,CET,11,534.636363636364
015OR_2016,2016,De Ynset,8461LD,ROTTUM FR,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,8,533.0
015OU_2016,2016,PC BS De Windroos,2405XA,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,34,538.8529411764711
015OV_2016,2016,RK BS De Kringloop,6843JM,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,38,534.947368421053
015OY_2016,2016,RK BS St Adelbertus,1814CJ,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Rooms-Katholiek,60997,IEP,57,82.89473684210529
015OZ_2016,2016,RK Basissch De Drieslag,3813LW,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,24,538.791666666667
015PB_2016,2016,Basisschool Oberon,5215CK,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,CET,13,526.307692307692
015PD_2016,2016,RK BS De Zevengaven,3527BR,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,12,539.416666666667
015PE_2016,2016,Kon Wilhelminaschool,2713VM,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Reformatorisch,40377,IEP,16,76.5
015PG_2016,2016,De Vuurtoren,8223ZL,LELYSTAD,995,Lelystad,Flevoland,Bo,Openbaar,42552,CET,13,535.384615384615
015PJ_2016,2016,OBS De Meerburgh,2722BN,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Openbaar,41390,CET,13,527.153846153846
115PJ_2016,2016,OBS De Meerburgh,2712RN,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Openbaar,41390,CET,26,534.576923076923
015PL_2016,2016,OBS De Schakel,9602BB,HOOGEZAND,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,ROUTE8,11,191.909090909091
015PM_2016,2016,De Veldkei,9407AM,ASSEN,106,Assen,Drenthe,Bo,Openbaar,13785,CET,29,531.724137931035
015PO_2016,2016,De Wonderwind,2909PK,CAPELLE AAN DEN IJSSEL,502,Capelle aan den IJssel,Zuid-Holland,Bo,Openbaar,41545,CET,11,535.454545454546
015PP_2016,2016,Prinses Margrietsch,6956AN,SPANKEREN,275,Rheden,Gelderland,Bo,Openbaar,41617,CET,14,533.785714285714
015PV_2016,2016,OBS De Zevensprong,3813PV,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Openbaar,41514,CET,25,540.8
015PW_2016,2016,Compagnonssch,8456HR,DE KNIPE,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,21,536.428571428571
015PX_2016,2016,Brede School Merenwijk,2317AN,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,12,524.25
015PZ_2016,2016,o.b.s. De Eglantier Tanthof,2622HB,DELFT,503,Delft,Zuid-Holland,Bo,Openbaar,41441,ROUTE8,16,209.75
015QA_2016,2016,Obs de Brandaris,3224GA,HELLEVOETSLUIS,530,Hellevoetsluis,Zuid-Holland,Bo,Openbaar,41570,CET,43,533.325581395349
015QD_2016,2016,De Klipper,8315AD,LUTTELGEEST,171,Noordoostpolder,Flevoland,Bo,Openbaar,40662,IEP,9,72.2222222222222
015QG_2016,2016,Horizon,8225AN,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,21,62.6666666666667
015QK_2016,2016,Kon Wilhelminaschool,8913CX,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Protestants-Christelijk,41419,CET,41,532.439024390244
015QL_2016,2016,Basisschool Kon Juliana,1782SR,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,37,85.5135135135135
015QM_2016,2016,Montessorieschool De Vleugel,3438AG,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Algemeen bijzonder,41226,CET,33,537.424242424242
015QQ_2016,2016,Dalton OBS MST. v. Hasselt,8434NN,WASKEMEER,85,Ooststellingwerf,Friesland,Bo,Openbaar,41631,CET,5,540.0
015QY_2016,2016,De Schakel,8463VJ,ROTSTERHAULE,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,14,531.0
015RE_2016,2016,RK BS De Ommelander,6835CD,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,25,534.56
015RG_2016,2016,St Jozef-School,1081JA,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Rooms-Katholiek,41023,CET,58,539.9310344827591
015RJ_2016,2016,RK Basissch 'T Boschveld,5223CD,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,ROUTE8,11,186.909090909091
015RK_2016,2016,Basisschool de Aldenhove,6537DG,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,29810,CET,12,529.75
015RL_2016,2016,Het Schateiland,3526GW,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,28,529.607142857143
015RM_2016,2016,Jacobsvlinder,2722EK,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Protestants-Christelijk,40377,IEP,18,74.6666666666667
015RP_2016,2016,Duynvaerder,1784MA,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Openbaar,41858,CET,20,530.05
015RT_2016,2016,'t Heidemeer,9611EN,SAPPEMEER,18,Hoogezand-Sappemeer,Groningen,Bo,Openbaar,10426,CET,28,536.428571428571
015RZ_2016,2016,OBS De Beemd,7606TW,ALMELO,141,Almelo,Overijssel,Bo,Openbaar,41522,CET,32,524.125
015SB_2016,2016,OBS Bos en Vaart,2012HK,HAARLEM,392,Haarlem,Noord-Holland,Bo,Algemeen bijzonder,41853,CET,59,540.084745762712
015SF_2016,2016,OBS De Weesboom,3813LW,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Openbaar,41514,CET,16,538.8125
015SG_2016,2016,Tjongerschool,8454KD,MILDAM,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,11,536.5454545454551
015SH_2016,2016,De Meerpaal,2318TJ,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,28,540.214285714286
015SK_2016,2016,Obs de Houthoeffe,3225AC,HELLEVOETSLUIS,530,Hellevoetsluis,Zuid-Holland,Bo,Openbaar,41570,CET,52,534.75
015SM_2016,2016,De Paladijn,7413BA,DEVENTER,150,Deventer,Overijssel,Bo,Openbaar,41862,ROUTE8,6,190.666666666667
015SN_2016,2016,De Driesprong,8316AX,MARKNESSE,171,Noordoostpolder,Flevoland,Bo,Openbaar,40662,ROUTE8,8,203.5
015SP_2016,2016,BS Cypressenhof,4336EL,MIDDELBURG,687,Middelburg,Zeeland,Bo,Protestants-Christelijk,42653,IEP,77,82.3506493506493
015SQ_2016,2016,De Schakel,8243KW,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,35,80.97142857142859
015SW_2016,2016,Kon. Beatrixschool,8921BR,LEEUWARDEN,80,Leeuwarden,Friesland,Bo,Protestants-Christelijk,41419,ROUTE8,28,190.75
015SY_2016,2016,Montessorischool Helmond,5704GK,HELMOND,794,Helmond,Noord-Brabant,Bo,Algemeen bijzonder,41167,CET,23,536.565217391304
015SZ_2016,2016,KC De Bron,3333BS,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Protestants-Christelijk,80433,IEP,35,71.0571428571429
215SZ_2016,2016,KC De Kim,3334AG,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Protestants-Christelijk,80433,IEP,26,87.3846153846154
015TF_2016,2016,OBS De Branding,4381PP,VLISSINGEN,718,Vlissingen,Zeeland,Bo,Openbaar,42610,IEP,18,77.05555555555559
015TG_2016,2016,OBS De TWA Fisken,9001LA,GROU,80,Leeuwarden,Friesland,Bo,Openbaar,41850,CET,53,537.0
015TJ_2016,2016,It Haskerplak,8465RC,OUDEHASKE,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,9,536.888888888889
015TL_2016,2016,Het Lichtbaken,2551ZC,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,IEP,24,82.9166666666667
015TO_2016,2016,St Antonius,5626BB,EINDHOVEN,772,Eindhoven,Noord-Brabant,Bo,Rooms-Katholiek,40378,CET,35,536.371428571429
015TP_2016,2016,RK Basissch Johannes,6834CZ,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,15,531.2
015TT_2016,2016,RK Basissch De Kinderhof,3815KZ,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,30,536.233333333333
015TV_2016,2016,Basissch De Klumpert,6535PS,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,29810,ROUTE8,15,204.2
015UA_2016,2016,BS De Vloedlijn,1788VA,JULIANADORP,400,Den Helder,Noord-Holland,Bo,Openbaar,41858,IEP,9,74.2222222222222
015UB_2016,2016,De Bolder,9207CZ,DRACHTEN,86,Opsterland,Friesland,Bo,Openbaar,41735,CET,29,532.862068965517
015UC_2016,2016,Het Zwanenbos,2716PH,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Openbaar,41390,CET,10,526.4
015UF_2016,2016,obs De Springplank,8021XA,ZWOLLE,193,Zwolle,Overijssel,Bo,Openbaar,42623,CET,20,528.25
015UI_2016,2016,SSBO De Oosteres,7607AT,ALMELO,141,Almelo,Overijssel,Sbo,Openbaar,41522,ROUTE8,17,150.588235294118
015UJ_2016,2016,OBS De Kring/H Schaft,2011KZ,HAARLEM,392,Haarlem,Noord-Holland,Bo,Openbaar,41853,CET,80,536.0875
015UN_2016,2016,Sevenaerschool,8414LR,NIEUWEHORNE,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,10,526.6
015UO_2016,2016,De Dukdalf,2317XK,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,24,535.25
015UP_2016,2016,Obs Liereland,1827DM,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Openbaar,42514,IEP,65,80.35384615384609
015UT_2016,2016,RK BS De Regenboog,2715RP,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,23,77.3913043478261
015UU_2016,2016,Wilgenhof,4337JV,MIDDELBURG,687,Middelburg,Zeeland,Bo,Protestants-Christelijk,42653,IEP,17,80.7058823529412
015UV_2016,2016,Chr Basissch Het Anker,9207CZ,DRACHTEN,86,Opsterland,Friesland,Bo,Protestants-Christelijk,40342,IEP,44,83.6136363636364
015UW_2016,2016,Driestromenland,8226KA,LELYSTAD,995,Lelystad,Flevoland,Bo,Protestants-Christelijk,60985,IEP,21,74.1428571428571
015UZ_2016,2016,Basisschool de Piramide,1541KL,KOOG AAN DE ZAAN,479,Zaanstad,Noord-Holland,Bo,"Samenwerking PC, RK",41251,CET,50,530.82
015VA_2016,2016,Lwj van Hasseltschool,1215RH,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Protestants-Christelijk,75753,CET,25,537.68
015VC_2016,2016,RK BS de Zonnewende,7325ET,APELDOORN,200,Apeldoorn,Gelderland,Bo,Rooms-Katholiek,76806,CET,71,537.5492957746479
015VE_2016,2016,Basisschool De Fontein,1784MA,DEN HELDER,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,37,74.1621621621622
015VF_2016,2016,Traditionele Vernieuwsch Hoorn,1689NV,ZWAAG,405,Hoorn,Noord-Holland,Bo,Algemeen bijzonder,40363,ROUTE8,16,203.75
115VF_2016,2016,De Flierefluiter,1628SB,HOORN NH,405,Hoorn,Noord-Holland,Bo,Algemeen bijzonder,40363,IEP,25,78.68
015VG_2016,2016,RK Basisschool De Hobbit,4907AB,OOSTERHOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,CET,15,535.6
015VH_2016,2016,KC Juliana,3331BJ,ZWIJNDRECHT,642,Zwijndrecht,Zuid-Holland,Bo,Protestants-Christelijk,80433,CET,23,526.434782608696
015VL_2016,2016,De Krullevaar,3435BZ,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Openbaar,41792,CET,31,527.967741935484
015VM_2016,2016,De Vogelenzang,3208AK,SPIJKENISSE,1930,Nissewaard,Zuid-Holland,Bo,Openbaar,41639,IEP,56,79.6785714285714
015VN_2016,2016,OBS Ravenstein,4382KB,VLISSINGEN,718,Vlissingen,Zeeland,Bo,Openbaar,42610,IEP,27,78.1111111111111
015VO_2016,2016,OBS 't Raerderhiem,9012CN,RAERD,1900,Súdwest-Fryslân,Friesland,Bo,Openbaar,42546,ROUTE8,11,209.909090909091
015VR_2016,2016,Bikube,2133DW,HOOFDDORP,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,CET,20,536.35
015VS_2016,2016,De Lytse Mienskip,8506BJ,HASKERHORNE,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,10,526.5
015VU_2016,2016,BS 't Palet,2526HR,'S-GRAVENHAGE,518,'s-Gravenhage,Zuid-Holland,Bo,Rooms-Katholiek,20281,IEP,59,72.3389830508475
015VY_2016,2016,RK BS St Margaretha,6833CE,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,39,533.051282051282
015VZ_2016,2016,RK BS De Windwijzer,6418JA,HEERLEN,917,Heerlen,Limburg,Bo,Rooms-Katholiek,41506,CET,23,538.521739130435
015WE_2016,2016,Aventurijn,5235JZ,'S-HERTOGENBOSCH,796,'s-Hertogenbosch,Noord-Brabant,Bo,Rooms-Katholiek,74049,IEP,15,65.1333333333333
015WF_2016,2016,Basissch Vossenburcht,6535TK,NIJMEGEN,268,Nijmegen,Gelderland,Bo,Rooms-Katholiek,29810,IEP,16,79.625
015WG_2016,2016,Basissch St Jan De Doper,3522AR,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,31,531.258064516129
015WH_2016,2016,Stella Nova,2713VM,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Protestants-Christelijk,40377,IEP,18,80.1111111111111
015WJ_2016,2016,OBS Willem Eggert,1441HM,PURMEREND,439,Purmerend,Noord-Holland,Bo,Openbaar,42558,CET,31,531.967741935484
015WK_2016,2016,De Regenboog,8212CA,LELYSTAD,995,Lelystad,Flevoland,Bo,Openbaar,42552,CET,21,531.571428571429
015WQ_2016,2016,OBS De Cirkel,2022BL,HAARLEM,392,Haarlem,Noord-Holland,Bo,Openbaar,41853,IEP,41,68.9268292682927
015WT_2016,2016,OBS De Wiekslag,3815LV,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Openbaar,41514,CET,23,531.0
015WU_2016,2016,Albertine Agnessch,8453XC,ORANJEWOUD,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,21,536.714285714286
015WV_2016,2016,De Viersprong,2315HG,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,19,524.842105263158
015WW_2016,2016,OBS De Fontein,1814LS,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Openbaar,42514,IEP,17,61.6470588235294
015WZ_2016,2016,BS Den Bongerd,5052BL,GOIRLE,785,Goirle,Noord-Brabant,Bo,Openbaar,42614,IEP,57,84.5263157894737
015XB_2016,2016,RK Basissch Paulus,2712RN,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,39,83.3333333333333
015XC_2016,2016,Acaciahof,4333BW,MIDDELBURG,687,Middelburg,Zeeland,Bo,Protestants-Christelijk,42653,CET,33,533.363636363636
015XD_2016,2016,Het Mozaiek,9202GV,DRACHTEN,90,Smallingerland,Friesland,Bo,Protestants-Christelijk,40342,IEP,42,86.7142857142857
015XE_2016,2016,De Morgenster,7904LW,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Protestants-Christelijk,69877,IEP,34,82.5588235294118
015XF_2016,2016,Chr BS Kleurenpracht,1503AM,ZAANDAM,479,Zaanstad,Noord-Holland,Bo,Protestants-Christelijk,41251,CET,13,528.461538461538
015XH_2016,2016,BS Toermalijn,6845JE,ARNHEM,202,Arnhem,Gelderland,Bo,Protestants-Christelijk,40972,CET,46,534.5434782608701
015XI_2016,2016,RK Basissch De Schakel,7326TH,APELDOORN,200,Apeldoorn,Gelderland,Bo,Rooms-Katholiek,76806,CET,46,536.978260869565
015XJ_2016,2016,Basisschool De Rank,1788VA,JULIANADORP,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,31,86.54838709677419
015XK_2016,2016,De Jenapleinschool,8012VA,ZWOLLE,193,Zwolle,Overijssel,Bo,Algemeen bijzonder,41626,IEP,31,81.6129032258064
015XN_2016,2016,Kath Basissch Lahrhof,6132GN,SITTARD,1883,Sittard-Geleen,Limburg,Bo,Rooms-Katholiek,83280,CET,58,536.913793103448
015XO_2016,2016,De Kas,2802VA,GOUDA,513,Gouda,Zuid-Holland,Bo,Openbaar,41527,CET,62,531.451612903226
015XP_2016,2016,BS 't Schoppert,7558DJ,HENGELO OV,164,Hengelo,Overijssel,Bo,Openbaar,41814,CET,26,538.7307692307689
015XT_2016,2016,Trije Doarpen Skoalle,9008TB,REDUZUM,80,Leeuwarden,Friesland,Bo,Openbaar,41850,IEP,15,83.1333333333333
015XW_2016,2016,Ywegschool,2133BM,HOOFDDORP,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,IEP,17,81.17647058823529
015XX_2016,2016,Tryegeaster Honk,8513CK,OUWSTERHAULE,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,10,534.1
015YB_2016,2016,PC Basissch JP Sweelinck,2401AR,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,23,528.782608695652
015YD_2016,2016,Broederschool,6416CC,HEERLEN,917,Heerlen,Limburg,Bo,Rooms-Katholiek,41506,CET,19,530.105263157895
015YE_2016,2016,De Botteloef,1034RR,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Rooms-Katholiek,41023,CET,41,527.731707317073
015YF_2016,2016,RK BS Regenboog,1824EZ,ALKMAAR,361,Alkmaar,Noord-Holland,Bo,Rooms-Katholiek,60997,IEP,39,76.1282051282051
115YF_2016,2016,RK BS De Regenboog,1829EA,OUDORP NH,361,Alkmaar,Noord-Holland,Bo,Rooms-Katholiek,60997,IEP,40,81.925
015YG_2016,2016,RK BS De Tafelronde,3813HC,AMERSFOORT,307,Amersfoort,Utrecht,Bo,Rooms-Katholiek,71488,CET,70,536.4142857142859
015YJ_2016,2016,Noordeinde,2728DC,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Protestants-Christelijk,40377,IEP,29,84.6551724137931
015YO_2016,2016,Finneblom,9212PJ,BOORNBERGUM,90,Smallingerland,Friesland,Bo,Openbaar,41735,CET,13,534.846153846154
015YP_2016,2016,OBS De Piramide,2716BG,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Openbaar,41390,CET,43,534.279069767442
015YR_2016,2016,obs De Marshof,8014LA,ZWOLLE,193,Zwolle,Overijssel,Bo,Openbaar,42623,CET,30,539.0
015YU_2016,2016,OBS Holy,3137WD,VLAARDINGEN,622,Vlaardingen,Zuid-Holland,Bo,Openbaar,41535,CET,43,534.139534883721
015YX_2016,2016,De Nijewei,8458BJ,TJALLEBERD,74,Heerenveen,Friesland,Bo,Openbaar,41573,CET,10,539.6
015YY_2016,2016,De Stevenshof,2331DV,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,30,538.833333333333
015ZB_2016,2016,Obs De Hovenschool,7419AP,DEVENTER,150,Deventer,Overijssel,Bo,Openbaar,41862,CET,38,534.552631578947
015ZC_2016,2016,SWS  De Sprang,8309AM,TOLLEBEEK,171,Noordoostpolder,Flevoland,Bo,Openbaar,40662,CET,9,543.111111111111
015ZD_2016,2016,RK BS De Achtsprong,2722BN,ZOETERMEER,637,Zoetermeer,Zuid-Holland,Bo,Rooms-Katholiek,40377,IEP,14,77.9285714285714
015ZE_2016,2016,De Spreng,9203GC,DRACHTEN,90,Smallingerland,Friesland,Bo,Protestants-Christelijk,40342,IEP,27,72.62962962962959
015ZF_2016,2016,Juliana V Stolbergschool,7902JD,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Protestants-Christelijk,69877,IEP,13,79.6153846153846
015ZH_2016,2016,Nassauschool,1223NS,HILVERSUM,402,Hilversum,Noord-Holland,Bo,Protestants-Christelijk,75753,CET,23,526.304347826087
015ZJ_2016,2016,RK BS De Zevensprong,7323HW,APELDOORN,200,Apeldoorn,Gelderland,Bo,Rooms-Katholiek,76806,CET,25,541.36
015ZK_2016,2016,BS De Verrekijker,1788MJ,JULIANADORP,400,Den Helder,Noord-Holland,Bo,Protestants-Christelijk,79874,IEP,37,76.6756756756757
015ZM_2016,2016,Kbs De Parel,4812JC,BREDA,758,Breda,Noord-Brabant,Bo,Rooms-Katholiek,41407,CET,30,526.2
015ZP_2016,2016,OBS Drienermarke,7552HE,HENGELO OV,164,Hengelo,Overijssel,Bo,Openbaar,41814,CET,24,528.0
015ZQ_2016,2016,Zuiderkroon,3434SZ,NIEUWEGEIN,356,Nieuwegein,Utrecht,Bo,Openbaar,41792,CET,18,536.611111111111
015ZW_2016,2016,De Zilvermeeuw,2165XP,LISSERBROEK,394,Haarlemmermeer,Noord-Holland,Bo,Openbaar,13622,CET,9,538.777777777778
015ZX_2016,2016,De Brege,8517HZ,SCHARSTERBRUG,1921,De Friese Meren,Friesland,Bo,Openbaar,41777,CET,8,546.875
016AA_2016,2016,PC BS De Stromen,2403CM,ALPHEN AAN DEN RIJN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,39,530.564102564103
316AA_2016,2016,Basisschool De Viergang,2445AE,AARLANDERVEEN,484,Alphen aan den Rijn,Zuid-Holland,Bo,Protestants-Christelijk,40530,CET,6,535.166666666667
016AB_2016,2016,RK Basissch Past V Ars,6841GD,ARNHEM,202,Arnhem,Gelderland,Bo,Rooms-Katholiek,40812,CET,18,532.944444444444
016AD_2016,2016,De Boomgaard,1055NK,AMSTERDAM,363,Amsterdam,Noord-Holland,Bo,Rooms-Katholiek,41023,CET,13,532.076923076923
016AF_2016,2016,Ludgerschool,3553SR,UTRECHT,344,Utrecht,Utrecht,Bo,Rooms-Katholiek,77195,CET,40,537.675
016AH_2016,2016,OBS 't Eenspan,7822HG,EMMEN,114,Emmen,Drenthe,Bo,Openbaar,10249,CET,32,534.96875
016AJ_2016,2016,OBS Wheermolen,1443WT,PURMEREND,439,Purmerend,Noord-Holland,Bo,Openbaar,42558,CET,41,533.4634146341459
016AK_2016,2016,De Windroos,8231BG,LELYSTAD,995,Lelystad,Flevoland,Bo,Openbaar,42552,CET,23,539.0
016AL_2016,2016,De Skule,9222NG,DRACHTSTERCOMPAGNIE,90,Smallingerland,Friesland,Bo,Openbaar,41735,IEP,11,80.7272727272727
016AP_2016,2016,obs De Oosterenk,8023DJ,ZWOLLE,193,Zwolle,Overijssel,Bo,Openbaar,42623,ROUTE8,21,215.47619047619
016AR_2016,2016,OBS Ter Cleef,2023DN,HAARLEM,392,Haarlem,Noord-Holland,Bo,Openbaar,41853,CET,72,536.944444444444
016AU_2016,2016,Lorentz,2313GG,LEIDEN,546,Leiden,Zuid-Holland,Bo,Openbaar,42504,CET,105,540.533333333333
016AY_2016,2016,PCBO 't Foarhus,9205BN,DRACHTEN,90,Smallingerland,Friesland,Bo,Protestants-Christelijk,40342,IEP,25,78.08
016AZ_2016,2016,'t Kofschip,7908EE,HOOGEVEEN,118,Hoogeveen,Drenthe,Bo,Protestants-Christelijk,69877,IEP,71,80.36619718309859
016BA_2016,2016,ICBS De Vuurvogel,1509GL,ZAANDAM,479,Zaanstad,Noord-Holland,Bo,Algemeen bijzonder,41251,CET,27,533.074074074074
016BC_2016,2016,Basisschool De Kameleon,1788ES,JULIANADORP,400,Den Helder,Noord-Holland,Bo,"Samenwerking PC, RK",55238,CET,21,538.619047619048
016BD_2016,2016,Montessori Bassissch,1601ED,ENKHUIZEN,388,Enkhuizen,Noord-Holland,Bo,Algemeen bijzonder,40558,ROUTE8,15,179.2
016BE_2016,2016,RK BS De Westhoek,4901KJ,OOSTERHOUT NB,826,Oosterhout,Noord-Brabant,Bo,Rooms-Katholiek,40278,CET,34,536.088235294118
016BH_2016,2016,Daltonschool Hengelo Zuid,7555KA,HENGELO OV,164,Hengelo,Overijssel,Bo,Openbaar,41814,CET,34,535.3529411764711
016BL_2016,2016,OBS de Cirkel,3554GJ,UTRECHT,344,Utrecht,Utrecht,Bo,Openbaar,41400,CET,18,530.666666666667
116BL_2016,2016,Maasplein,3522BV,UTRECHT,344,Utrecht,Utrecht,Bo,Openbaar,41400,CET,23,530.434782608696
