BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LJ8_13;ZIT_13;ZITPERC_13;ZITPERC_LJ_13;LJ8_14;ZIT_14;ZITPERC_14;ZITPERC_LJ_14;LJ8_15;ZIT_15;ZITPERC_15;ZITPERC_LJ_15;LJ8_16;ZIT_16;ZITPERC_16;ZITPERC_LJ_16;LJ8_17;ZIT_17;ZITPERC_17;ZITPERC_LJ_17;LJ8_18;ZIT_18;ZITPERC_18;ZITPERC_LJ_18;LJ8_19;ZIT_19;ZITPERC_19;ZITPERC_LJ_19
10OE;00;KBs De Heeswijk;3417AV;MONTFOORT; 335;Montfoort;Utrecht;Bo;Rooms-Katholiek;70002;26;0;0;0;30;1;,0333333333333333;,00416666666666667;26;3;,115384615384615;,0144230769230769;30;4;,133333333333333;,0166666666666667;24;2;,0833333333333333;,0104166666666667;25;2;,08;,01;23;5;,217391304347826;,0271739130434783
10OF;00;De Koperwiek;8302CN;EMMELOORD; 171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;40662;13;0;0;0;16;2;,125;,015625;18;1;,0555555555555556;,00694444444444444;19;3;,157894736842105;,0197368421052632;11;4;,363636363636364;,0454545454545455;20;1;,05;,00625;35;1;,0285714285714286;,00357142857142857
10OK;00;Basisschool De Wingerd;8014GM;ZWOLLE; 193;Zwolle;Overijssel;Bo;Rooms-Katholiek;40888;27;2;,0740740740740741;,00925925925925926;26;0;0;0;21;4;,19047619047619;,0238095238095238;30;1;,0333333333333333;,00416666666666667;24;1;,0416666666666667;,00520833333333333;22;1;,0454545454545455;,00568181818181818;26;1;,0384615384615385;,00480769230769231
10OP;00;Basisschool Helmgras;1902BA;CASTRICUM; 383;Castricum;Noord-Holland;Bo;Rooms-Katholiek;40712;48;4;,0833333333333333;,0104166666666667;43;5;,116279069767442;,0145348837209302;56;8;,142857142857143;,0178571428571429;51;6;,117647058823529;,0147058823529412;63;6;,0952380952380952;,0119047619047619;51;1;,0196078431372549;,00245098039215686;65;6;,0923076923076923;,0115384615384615
10OR;00;Brug;1432JT;AALSMEER; 358;Aalsmeer;Noord-Holland;Bo;Protestants-Christelijk;40775;20;6;,3;,0375;24;5;,208333333333333;,0260416666666667;31;3;,0967741935483871;,0120967741935484;28;3;,107142857142857;,0133928571428571;22;0;0;0;23;2;,0869565217391304;,0108695652173913;29;3;,103448275862069;,0129310344827586
10OU;00;PJ Smitschool;1701GP;HEERHUGOWAARD; 398;Heerhugowaard;Noord-Holland;Bo;Rooms-Katholiek;73919;34;2;,0588235294117647;,00735294117647059;57;8;,140350877192982;,0175438596491228;39;4;,102564102564103;,0128205128205128;42;9;,214285714285714;,0267857142857143;56;10;,178571428571429;,0223214285714286;54;7;,12962962962963;,0162037037037037;43;3;,0697674418604651;,00872093023255814
10OV;00;RK BS De Haafakkers;6666CK;HETEREN;1734;Overbetuwe;Gelderland;Bo;Rooms-Katholiek;41530;36;7;,194444444444444;,0243055555555556;36;3;,0833333333333333;,0104166666666667;22;2;,0909090909090909;,0113636363636364;31;2;,0645161290322581;,00806451612903226;20;3;,15;,01875;27;3;,111111111111111;,0138888888888889;25;2;,08;,01
10OW;00;Antonius;1011DB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;28;1;,0357142857142857;,00446428571428571;16;1;,0625;,0078125;26;3;,115384615384615;,0144230769230769;26;1;,0384615384615385;,00480769230769231;28;1;,0357142857142857;,00446428571428571;28;0;0;0;23;1;,0434782608695652;,00543478260869565
10OY;00;Basissch St Willibrordus;2161KH;LISSE; 553;Lisse;Zuid-Holland;Bo;Rooms-Katholiek;40967;14;0;0;0;17;3;,176470588235294;,0220588235294118;19;2;,105263157894737;,0131578947368421;14;2;,142857142857143;,0178571428571429;26;5;,192307692307692;,0240384615384615;14;3;,214285714285714;,0267857142857143;22;2;,0909090909090909;,0113636363636364
10PA;00;Antoniusschool;1733AZ;NIEUWE NIEDORP;1911;Hollands Kroon;Noord-Holland;Bo;Rooms-Katholiek;55238;43;2;,0465116279069767;,00581395348837209;41;3;,0731707317073171;,00914634146341463;43;4;,0930232558139535;,0116279069767442;45;6;,133333333333333;,0166666666666667;37;6;,162162162162162;,0202702702702703;51;5;,0980392156862745;,0122549019607843;28;3;,107142857142857;,0133928571428571
10PB;00;Basisschool De Firtel;6039BL;STRAMPROY; 988;Weert;Limburg;Bo;Rooms-Katholiek;50819;40;3;,075;,009375;33;8;,242424242424242;,0303030303030303;40;3;,075;,009375;37;5;,135135135135135;,0168918918918919;30;4;,133333333333333;,0166666666666667;34;1;,0294117647058824;,00367647058823529;29;3;,103448275862069;,0129310344827586
10PC;00;Rotondaschool;4007TJ;TIEL; 281;Tiel;Gelderland;Bo;Rooms-Katholiek;41148;67;9;,134328358208955;,0167910447761194;52;14;,269230769230769;,0336538461538462;45;10;,222222222222222;,0277777777777778;44;6;,136363636363636;,0170454545454545;50;6;,12;,015;35;8;,228571428571429;,0285714285714286;40;6;,15;,01875
10PE;00;KC De Raagten;5741BC;BEEK EN DONK;1659;Laarbeek;Noord-Brabant;Bo;Rooms-Katholiek;40557;23;5;,217391304347826;,0271739130434783;31;5;,161290322580645;,0201612903225806;27;4;,148148148148148;,0185185185185185;33;2;,0606060606060606;,00757575757575758;27;2;,0740740740740741;,00925925925925926;23;1;,0434782608695652;,00543478260869565;24;4;,166666666666667;,0208333333333333
10PF;00;RK BS De Welle;4613GP;BERGEN OP ZOOM; 748;Bergen op Zoom;Noord-Brabant;Bo;Rooms-Katholiek;40517;4;0;0;0;15;1;,0666666666666667;,00833333333333333;12;4;,333333333333333;,0416666666666667;8;2;,25;,03125;11;3;,272727272727273;,0340909090909091;8;1;,125;,015625;7;1;,142857142857143;,0178571428571429
10PG;00;RK BS Willibrord-Miland;2411HE;BODEGRAVEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;50;9;,18;,0225;37;8;,216216216216216;,027027027027027;46;4;,0869565217391304;,0108695652173913;43;5;,116279069767442;,0145348837209302;22;1;,0454545454545455;,00568181818181818;38;7;,184210526315789;,0230263157894737;30;3;,1;,0125
10PG;01;RK Basisschool Miland;2411PP;BODEGRAVEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Rooms-Katholiek;40765;5;1;,2;,025;4;1;,25;,03125;3;0;0;0;1;1;1;,125;7;3;,428571428571429;,0535714285714286;4;1;,25;,03125;13;0;0;0
10PI;00;KBS;4874NA;ETTEN-LEUR; 777;Etten-Leur;Noord-Brabant;Bo;Rooms-Katholiek;55303;67;10;,149253731343284;,0186567164179104;63;10;,158730158730159;,0198412698412698;63;8;,126984126984127;,0158730158730159;57;4;,0701754385964912;,0087719298245614;78;10;,128205128205128;,016025641025641;66;5;,0757575757575758;,00946969696969697;75;5;,0666666666666667;,00833333333333333
10PM;00;Dirk Heziusschool;5591HK;HEEZE;1658;Heeze-Leende;Noord-Brabant;Bo;Rooms-Katholiek;40557;25;0;0;0;31;2;,0645161290322581;,00806451612903226;30;4;,133333333333333;,0166666666666667;23;1;,0434782608695652;,00543478260869565;20;2;,1;,0125;37;1;,027027027027027;,00337837837837838;22;0;0;0
10PN;00;RK Bs Sint Willibrord;1852WS;HEILOO; 399;Heiloo;Noord-Holland;Bo;Rooms-Katholiek;73919;24;2;,0833333333333333;,0104166666666667;25;3;,12;,015;26;2;,0769230769230769;,00961538461538462;28;2;,0714285714285714;,00892857142857143;19;3;,157894736842105;,0197368421052632;11;0;0;0;18;1;,0555555555555556;,00694444444444444
10PO;00;De Sterrenwacht;3224GA;HELLEVOETSLUIS; 530;Hellevoetsluis;Zuid-Holland;Bo;Rooms-Katholiek;41240;15;4;,266666666666667;,0333333333333333;10;2;,2;,025;22;3;,136363636363636;,0170454545454545;15;0;0;0;22;8;,363636363636364;,0454545454545455;18;3;,166666666666667;,0208333333333333;24;4;,166666666666667;,0208333333333333
10PS;00;De Leemstee;7574TX;OLDENZAAL; 173;Oldenzaal;Overijssel;Bo;Rooms-Katholiek;75219;42;7;,166666666666667;,0208333333333333;35;6;,171428571428571;,0214285714285714;35;6;,171428571428571;,0214285714285714;34;3;,0882352941176471;,0110294117647059;42;9;,214285714285714;,0267857142857143;41;10;,24390243902439;,0304878048780488;41;3;,0731707317073171;,00914634146341463
10PT;00;De Wingerd;8256BK;BIDDINGHUIZEN; 303;Dronten;Flevoland;Bo;Rooms-Katholiek;40950;21;2;,0952380952380952;,0119047619047619;28;2;,0714285714285714;,00892857142857143;24;2;,0833333333333333;,0104166666666667;21;2;,0952380952380952;,0119047619047619;30;1;,0333333333333333;,00416666666666667;25;3;,12;,015;30;2;,0666666666666667;,00833333333333333
10PW;00;Basissch de Overplaats;2171VB;SASSENHEIM;1525;Teylingen;Zuid-Holland;Bo;Rooms-Katholiek;40967;24;1;,0416666666666667;,00520833333333333;23;0;0;0;32;3;,09375;,01171875;42;1;,0238095238095238;,00297619047619048;28;0;0;0;28;1;,0357142857142857;,00446428571428571;26;1;,0384615384615385;,00480769230769231
10PX;00;De Rank;1741TG;SCHAGEN; 441;Schagen;Noord-Holland;Bo;Rooms-Katholiek;55238;29;5;,172413793103448;,021551724137931;22;2;,0909090909090909;,0113636363636364;38;1;,0263157894736842;,00328947368421053;38;4;,105263157894737;,0131578947368421;28;3;,107142857142857;,0133928571428571;33;2;,0606060606060606;,00757575757575758;33;2;,0606060606060606;,00757575757575758
10PY;00;Basisschool de Beiaard;3571XV;UTRECHT; 344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77052;33;5;,151515151515152;,0189393939393939;26;5;,192307692307692;,0240384615384615;32;5;,15625;,01953125;30;2;,0666666666666667;,00833333333333333;24;1;,0416666666666667;,00520833333333333;27;2;,0740740740740741;,00925925925925926;23;0;0;0
10PZ;00;De Smelen;5553CT;VALKENSWAARD; 858;Valkenswaard;Noord-Brabant;Bo;Rooms-Katholiek;31384;25;3;,12;,015;29;2;,0689655172413793;,00862068965517241;24;4;,166666666666667;,0208333333333333;30;4;,133333333333333;,0166666666666667;30;3;,1;,0125;38;4;,105263157894737;,0131578947368421;36;3;,0833333333333333;,0104166666666667
10QA;00;RK BS Jozef;4382KB;VLISSINGEN; 718;Vlissingen;Zeeland;Bo;Rooms-Katholiek;77533;11;3;,272727272727273;,0340909090909091;19;6;,315789473684211;,0394736842105263;18;4;,222222222222222;,0277777777777778;19;5;,263157894736842;,0328947368421053;16;6;,375;,046875;18;1;,0555555555555556;,00694444444444444;14;1;,0714285714285714;,00892857142857143
10QB;00;RK Bs Klavertje Vier;6287BB;EYS;1729;Gulpen-Wittem;Limburg;Bo;Rooms-Katholiek;41506;11;1;,0909090909090909;,0113636363636364;10;0;0;0;14;3;,214285714285714;,0267857142857143;12;2;,166666666666667;,0208333333333333;18;6;,333333333333333;,0416666666666667;9;0;0;0;14;3;,214285714285714;,0267857142857143
10QC;00;RK Basissch OLV v Fatima;3401CA;IJSSELSTEIN UT; 353;IJsselstein;Utrecht;Bo;Rooms-Katholiek;77975;23;5;,217391304347826;,0271739130434783;28;2;,0714285714285714;,00892857142857143;23;2;,0869565217391304;,0108695652173913;26;2;,0769230769230769;,00961538461538462;29;1;,0344827586206897;,00431034482758621;24;5;,208333333333333;,0260416666666667;29;2;,0689655172413793;,00862068965517241
10QE;00;KBs Franciscus;3448TH;WOERDEN; 632;Woerden;Utrecht;Bo;Rooms-Katholiek;70002;38;4;,105263157894737;,0131578947368421;27;1;,037037037037037;,00462962962962963;25;2;,08;,01;27;5;,185185185185185;,0231481481481481;28;4;,142857142857143;,0178571428571429;24;3;,125;,015625;30;2;,0666666666666667;,00833333333333333
10QF;00;KC Molenwerf;2103TC;HEEMSTEDE; 397;Heemstede;Noord-Holland;Bo;Rooms-Katholiek;40775;14;4;,285714285714286;,0357142857142857;19;3;,157894736842105;,0197368421052632;15;3;,2;,025;22;5;,227272727272727;,0284090909090909;17;3;,176470588235294;,0220588235294118;13;1;,0769230769230769;,00961538461538462;12;0;0;0
10QG;00;Chr Basissch Gabrieldam;9501PT;STADSKANAAL;  37;Stadskanaal;Groningen;Bo;Protestants-Christelijk;41358;7;1;,142857142857143;,0178571428571429;8;1;,125;,015625;10;3;,3;,0375;7;1;,142857142857143;,0178571428571429;0;0; ; ;0;0; ; ;0;0; ; 
10QL;00;de Wingerd;6721CK;BENNEKOM; 228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;24;5;,208333333333333;,0260416666666667;26;4;,153846153846154;,0192307692307692;14;0;0;0;21;6;,285714285714286;,0357142857142857;27;2;,0740740740740741;,00925925925925926;12;3;,25;,03125;16;2;,125;,015625
10QM;00;Basissch De Goede Herder;2411JL;BODEGRAVEN;1901;Bodegraven-Reeuwijk;Zuid-Holland;Bo;Protestants-Christelijk;41194;29;3;,103448275862069;,0129310344827586;42;3;,0714285714285714;,00892857142857143;35;5;,142857142857143;,0178571428571429;23;3;,130434782608696;,016304347826087;43;7;,162790697674419;,0203488372093023;15;2;,133333333333333;,0166666666666667;37;5;,135135135135135;,0168918918918919
10QO;00;A Baron van Dedemschool;7722LH;DALFSEN; 148;Dalfsen;Overijssel;Bo;Protestants-Christelijk;42744;13;1;,0769230769230769;,00961538461538462;8;1;,125;,015625;10;2;,2;,025;8;2;,25;,03125;8;2;,25;,03125;6;2;,333333333333333;,0416666666666667;12;3;,25;,03125
10QP;00;De Akker;6952GA;DIEREN; 275;Rheden;Gelderland;Bo;Protestants-Christelijk;40843;20;0;0;0;20;0;0;0;24;1;,0416666666666667;,00520833333333333;18;4;,222222222222222;,0277777777777778;22;1;,0454545454545455;,00568181818181818;27;1;,037037037037037;,00462962962962963;15;4;,266666666666667;,0333333333333333
10QQ;00;Chr Basissch Pr Bernhard;3886KA;GARDEREN; 203;Barneveld;Gelderland;Bo;Protestants-Christelijk;84423;26;1;,0384615384615385;,00480769230769231;23;1;,0434782608695652;,00543478260869565;21;0;0;0;19;2;,105263157894737;,0131578947368421;14;2;,142857142857143;,0178571428571429;11;3;,272727272727273;,0340909090909091;26;4;,153846153846154;,0192307692307692
10QR;00;Johannes Bogermanschool;8281GK;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;84579;24;3;,125;,015625;21;4;,19047619047619;,0238095238095238;21;2;,0952380952380952;,0119047619047619;22;2;,0909090909090909;,0113636363636364;27;1;,037037037037037;,00462962962962963;20;0;0;0;20;0;0;0
10QS;00;Plaswyckschool v PC Bo;2804GG;GOUDA; 513;Gouda;Zuid-Holland;Bo;Protestants-Christelijk;41194;20;0;0;0;19;2;,105263157894737;,0131578947368421;23;5;,217391304347826;,0271739130434783;20;3;,15;,01875;34;2;,0588235294117647;,00735294117647059;34;5;,147058823529412;,0183823529411765;46;5;,108695652173913;,0135869565217391
10QT;00;Willem Alexander;8181TZ;HEERDE; 246;Heerde;Gelderland;Bo;Protestants-Christelijk;41473;8;0;0;0;17;0;0;0;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
10QU;00;Speelleerplein De Edelsteen;1703CG;HEERHUGOWAARD; 398;Heerhugowaard;Noord-Holland;Bo;Protestants-Christelijk;73919;26;4;,153846153846154;,0192307692307692;15;3;,2;,025;16;5;,3125;,0390625;14;5;,357142857142857;,0446428571428571;0;0; ; ;0;0; ; ;0;0; ; 
10QX;00;PC Basissch Zalmplaat;3192SE;HOOGVLIET ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;49;2;,0408163265306122;,00510204081632653;47;5;,106382978723404;,0132978723404255;48;6;,125;,015625;66;12;,181818181818182;,0227272727272727;57;12;,210526315789474;,0263157894736842;51;7;,137254901960784;,017156862745098;52;8;,153846153846154;,0192307692307692
10QX;02;Westpunt;3193TE;HOOGVLIET ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;22;1;,0454545454545455;,00568181818181818;25;1;,04;,005;27;4;,148148148148148;,0185185185185185;20;4;,2;,025;19;2;,105263157894737;,0131578947368421;16;1;,0625;,0078125;12;0;0;0
10QX;03;Basisschool Oudeland;3194GS;HOOGVLIET ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;14;3;,214285714285714;,0267857142857143;10;3;,3;,0375;9;1;,111111111111111;,0138888888888889;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; 
10QY;00;Kon Wilhelminaschool;4143BD;LEERDAM;1961;Vijfheerenlanden;Utrecht;Bo;Protestants-Christelijk;41396;41;4;,0975609756097561;,0121951219512195;31;3;,0967741935483871;,0120967741935484;26;0;0;0;20;0;0;0;28;1;,0357142857142857;,00446428571428571;13;1;,0769230769230769;,00961538461538462;31;2;,0645161290322581;,00806451612903226
10QZ;00;De Wegwijzer;6741BN;LUNTEREN; 228;Ede;Gelderland;Bo;Protestants-Christelijk;87920;22;1;,0454545454545455;,00568181818181818;31;1;,032258064516129;,00403225806451613;23;2;,0869565217391304;,0108695652173913;20;3;,15;,01875;24;4;,166666666666667;,0208333333333333;23;2;,0869565217391304;,0108695652173913;22;3;,136363636363636;,0170454545454545
10RA;00;Chr Bs de Ouverture;2671VV;NAALDWIJK;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;46;5;,108695652173913;,0135869565217391;54;11;,203703703703704;,025462962962963;48;5;,104166666666667;,0130208333333333;44;11;,25;,03125;57;11;,192982456140351;,0241228070175439;46;6;,130434782608696;,016304347826087;45;4;,0888888888888889;,0111111111111111
10RC;00;Rehobothschool;3861VA;NIJKERK GLD; 267;Nijkerk;Gelderland;Bo;Protestants-Christelijk;89155;42;3;,0714285714285714;,00892857142857143;52;2;,0384615384615385;,00480769230769231;58;3;,0517241379310345;,00646551724137931;57;3;,0526315789473684;,00657894736842105;45;5;,111111111111111;,0138888888888889;37;4;,108108108108108;,0135135135135135;58;6;,103448275862069;,0129310344827586
10RD;00;Pc Basissch Pr Marijke;7441BH;NIJVERDAL; 163;Hellendoorn;Overijssel;Bo;Protestants-Christelijk;85600;23;3;,130434782608696;,016304347826087;32;5;,15625;,01953125;26;5;,192307692307692;,0240384615384615;27;3;,111111111111111;,0138888888888889;32;7;,21875;,02734375;28;1;,0357142857142857;,00446428571428571;16;1;,0625;,0078125
10RE;00;Basisschool Juliana;8603XV;SNEEK;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;24;3;,125;,015625;28;6;,214285714285714;,0267857142857143;26;1;,0384615384615385;,00480769230769231;31;3;,0967741935483871;,0120967741935484;24;2;,0833333333333333;,0104166666666667;21;3;,142857142857143;,0178571428571429;30;3;,1;,0125
10RF;00;Juliana v Stolbergschool;5144CJ;WAALWIJK; 867;Waalwijk;Noord-Brabant;Bo;Protestants-Christelijk;40681;23;0;0;0;49;4;,0816326530612245;,0102040816326531;53;1;,0188679245283019;,00235849056603774;41;0;0;0;47;4;,0851063829787234;,0106382978723404;41;5;,121951219512195;,0152439024390244;45;2;,0444444444444444;,00555555555555556
10RG;00;Jan Woudsmaschool;1109AR;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;41595;19;4;,210526315789474;,0263157894736842;19;2;,105263157894737;,0131578947368421;24;8;,333333333333333;,0416666666666667;17;4;,235294117647059;,0294117647058824;17;4;,235294117647059;,0294117647058824;19;3;,157894736842105;,0197368421052632;25;6;,24;,03
10RH;00;De Kluinveen;7641AL;WIERDEN; 189;Wierden;Overijssel;Bo;Protestants-Christelijk;92951;18;1;,0555555555555556;,00694444444444444;19;0;0;0;20;1;,05;,00625;11;0;0;0;19;0;0;0;12;1;,0833333333333333;,0104166666666667;13;4;,307692307692308;,0384615384615385
10RI;00;Koningin Julianaschool;3931PT;WOUDENBERG; 351;Woudenberg;Utrecht;Bo;Protestants-Christelijk;41337;36;5;,138888888888889;,0173611111111111;39;4;,102564102564103;,0128205128205128;33;3;,0909090909090909;,0113636363636364;32;2;,0625;,0078125;34;2;,0588235294117647;,00735294117647059;31;2;,0645161290322581;,00806451612903226;26;3;,115384615384615;,0144230769230769
10RJ;00;Basisschool de Wegwijzer;7204BL;ZUTPHEN; 301;Zutphen;Gelderland;Bo;Protestants-Christelijk;41011;28;8;,285714285714286;,0357142857142857;29;10;,344827586206897;,0431034482758621;18;6;,333333333333333;,0416666666666667;16;5;,3125;,0390625;17;1;,0588235294117647;,00735294117647059;12;5;,416666666666667;,0520833333333333;12;2;,166666666666667;,0208333333333333
10RK;00;De Hoogakker;4824SG;BREDA; 758;Breda;Noord-Brabant;Bo;Algemeen bijzonder;40637;60;11;,183333333333333;,0229166666666667;66;5;,0757575757575758;,00946969696969697;69;6;,0869565217391304;,0108695652173913;61;3;,0491803278688525;,00614754098360656;69;10;,144927536231884;,0181159420289855;63;8;,126984126984127;,0158730158730159;74;9;,121621621621622;,0152027027027027
10RL;00;Noorderlicht;5233EA;'S-HERTOGENBOSCH; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Algemeen bijzonder;41672;30;1;,0333333333333333;,00416666666666667;48;9;,1875;,0234375;28;4;,142857142857143;,0178571428571429;31;1;,032258064516129;,00403225806451613;42;1;,0238095238095238;,00297619047619048;37;4;,108108108108108;,0135135135135135;41;3;,0731707317073171;,00914634146341463
10RN;00;Het Prisma;7623DR;BORNE; 147;Borne;Overijssel;Bo;Protestants-Christelijk;27910;27;3;,111111111111111;,0138888888888889;8;0;0;0;31;1;,032258064516129;,00403225806451613;12;0;0;0;27;3;,111111111111111;,0138888888888889;22;5;,227272727272727;,0284090909090909;24;3;,125;,015625
10RO;00;Chr Basisschool de Haven;7001CT;DOETINCHEM; 222;Doetinchem;Gelderland;Bo;Protestants-Christelijk;41011;22;2;,0909090909090909;,0113636363636364;16;2;,125;,015625;26;3;,115384615384615;,0144230769230769;16;2;,125;,015625;27;3;,111111111111111;,0138888888888889;35;3;,0857142857142857;,0107142857142857;25;2;,08;,01
10RR;00;Opb BS De Klimop;4315AW;DREISCHOR;1676;Schouwen-Duiveland;Zeeland;Bo;Openbaar;41557;6;1;,166666666666667;,0208333333333333;13;1;,0769230769230769;,00961538461538462;14;4;,285714285714286;,0357142857142857;12;0;0;0;4;0;0;0;10;1;,1;,0125;7;0;0;0
10RS;00;Julianaschool;7218AH;ALMEN; 262;Lochem;Gelderland;Bo;Openbaar;42561;14;2;,142857142857143;,0178571428571429;8;0;0;0;14;2;,142857142857143;,0178571428571429;8;0;0;0;22;1;,0454545454545455;,00568181818181818;9;0;0;0;13;0;0;0
10RY;00;o.b.s. De Klimtoren;7705PD;DROGTEROPSLAGEN;1690;De Wolden;Drenthe;Bo;Openbaar;41895;4;0;0;0;11;0;0;0;5;0;0;0;9;1;,111111111111111;,0138888888888889;10;0;0;0;3;0;0;0;0;0; ; 
10SG;00;Basisschool Bonnen;9461AC;GIETEN;1680;Aa en Hunze;Drenthe;Bo;Openbaar;41899;26;0;0;0;22;1;,0454545454545455;,00568181818181818;23;1;,0434782608695652;,00543478260869565;22;2;,0909090909090909;,0113636363636364;10;0;0;0;10;2;,2;,025;22;3;,136363636363636;,0170454545454545
10SH;00;OBS De Kern;7773DE;HARDENBERG; 160;Hardenberg;Overijssel;Bo;Openbaar;41630;8;1;,125;,015625;17;4;,235294117647059;,0294117647058824;14;1;,0714285714285714;,00892857142857143;14;1;,0714285714285714;,00892857142857143;26;6;,230769230769231;,0288461538461538;8;1;,125;,015625;17;0;0;0
10SO;00;Griftschool;3931AB;WOUDENBERG; 351;Woudenberg;Utrecht;Bo;Openbaar;41481;27;3;,111111111111111;,0138888888888889;31;6;,193548387096774;,0241935483870968;24;2;,0833333333333333;,0104166666666667;24;4;,166666666666667;,0208333333333333;28;2;,0714285714285714;,00892857142857143;27;4;,148148148148148;,0185185185185185;19;3;,157894736842105;,0197368421052632
10SO;01;Basisschool De Dorpsbeuk;3925JL;SCHERPENZEEL GLD; 279;Scherpenzeel;Gelderland;Bo;Openbaar;41481;0;0; ; ;0;0; ; ;0;0; ; ;17;0;0;0;16;1;,0625;,0078125;17;2;,117647058823529;,0147058823529412;17;4;,235294117647059;,0294117647058824
