BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;LJ8_13;ZIT_13;ZITPERC_13;ZITPERC_LJ_13;LJ8_14;ZIT_14;ZITPERC_14;ZITPERC_LJ_14;LJ8_15;ZIT_15;ZITPERC_15;ZITPERC_LJ_15;LJ8_16;ZIT_16;ZITPERC_16;ZITPERC_LJ_16;LJ8_17;ZIT_17;ZITPERC_17;ZITPERC_LJ_17;LJ8_18;ZIT_18;ZITPERC_18;ZITPERC_LJ_18;LJ8_19;ZIT_19;ZITPERC_19;ZITPERC_LJ_19
27NT;00;Klavertje vier;2134DL;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Rooms-Katholiek;42683;99;3;,0303030303030303;,00378787878787879;104;7;,0673076923076923;,00841346153846154;124;18;,145161290322581;,0181451612903226;108;15;,138888888888889;,0173611111111111;115;11;,0956521739130435;,0119565217391304;114;10;,087719298245614;,0109649122807018;113;3;,0265486725663717;,00331858407079646
27NU;00;OBS De Compositie;1328LE;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;47;5;,106382978723404;,0132978723404255;38;2;,0526315789473684;,00657894736842105;51;5;,0980392156862745;,0122549019607843;59;1;,0169491525423729;,00211864406779661;72;3;,0416666666666667;,00520833333333333;59;2;,0338983050847458;,00423728813559322;59;5;,0847457627118644;,0105932203389831
27NV;00;Willibrordschool;1087EM;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;59;4;,0677966101694915;,00847457627118644;55;4;,0727272727272727;,00909090909090909;62;6;,0967741935483871;,0120967741935484;46;5;,108695652173913;,0135869565217391;44;4;,0909090909090909;,0113636363636364;50;5;,1;,0125;47;2;,0425531914893617;,00531914893617021
27NW;00;PCBO Regenboog-Osseveld;7325EA;APELDOORN; 200;Apeldoorn;Gelderland;Bo;Protestants-Christelijk;82526;46;6;,130434782608696;,016304347826087;24;2;,0833333333333333;,0104166666666667;47;5;,106382978723404;,0132978723404255;37;3;,0810810810810811;,0101351351351351;39;3;,0769230769230769;,00961538461538462;52;6;,115384615384615;,0144230769230769;41;1;,024390243902439;,00304878048780488
27NX;00;De Vuurvogel;3826EG;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;59;3;,0508474576271186;,00635593220338983;83;10;,120481927710843;,0150602409638554;79;7;,0886075949367089;,0110759493670886;66;6;,0909090909090909;,0113636363636364;71;7;,0985915492957746;,0123239436619718;78;5;,0641025641025641;,00801282051282051;72;6;,0833333333333333;,0104166666666667
27NY;00;De Gondelier;3826EG;AMERSFOORT; 307;Amersfoort;Utrecht;Bo;Openbaar;41514;41;4;,0975609756097561;,0121951219512195;50;6;,12;,015;48;13;,270833333333333;,0338541666666667;52;6;,115384615384615;,0144230769230769;53;10;,188679245283019;,0235849056603774;34;5;,147058823529412;,0183823529411765;37;7;,189189189189189;,0236486486486487
27NZ;00;OBS Oeboentoe;1448PN;PURMEREND; 439;Purmerend;Noord-Holland;Bo;Openbaar;42558;44;9;,204545454545455;,0255681818181818;47;8;,170212765957447;,0212765957446809;43;4;,0930232558139535;,0116279069767442;48;11;,229166666666667;,0286458333333333;43;5;,116279069767442;,0145348837209302;32;2;,0625;,0078125;46;2;,0434782608695652;,00543478260869565
27PA;00;OBS Merlijn;2152TB;NIEUW-VENNEP; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;34;2;,0588235294117647;,00735294117647059;28;6;,214285714285714;,0267857142857143;22;3;,136363636363636;,0170454545454545;21;1;,0476190476190476;,00595238095238095;22;4;,181818181818182;,0227272727272727;26;6;,230769230769231;,0288461538461538;29;3;,103448275862069;,0129310344827586
27PB;00;De Optimist;2134XS;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;38;8;,210526315789474;,0263157894736842;52;8;,153846153846154;,0192307692307692;51;4;,0784313725490196;,00980392156862745;52;2;,0384615384615385;,00480769230769231;40;5;,125;,015625;42;5;,119047619047619;,0148809523809524;58;2;,0344827586206897;,00431034482758621
27PC;00;Al Qoeba;2525GG;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Islamitisch;40389;11;3;,272727272727273;,0340909090909091;16;1;,0625;,0078125;12;3;,25;,03125;22;3;,136363636363636;,0170454545454545;24;4;,166666666666667;,0208333333333333;16;1;,0625;,0078125;13;2;,153846153846154;,0192307692307692
27PD;00;Zonnestraal;2498BZ;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Protestants-Christelijk;78782;48;7;,145833333333333;,0182291666666667;60;10;,166666666666667;,0208333333333333;74;10;,135135135135135;,0168918918918919;75;11;,146666666666667;,0183333333333333;81;8;,0987654320987654;,0123456790123457;82;4;,0487804878048781;,00609756097560976;88;9;,102272727272727;,0127840909090909
27PE;00;Venne;2152TB;NIEUW-VENNEP; 394;Haarlemmermeer;Noord-Holland;Bo;Rooms-Katholiek;40775;42;3;,0714285714285714;,00892857142857143;48;3;,0625;,0078125;55;8;,145454545454545;,0181818181818182;46;4;,0869565217391304;,0108695652173913;49;6;,122448979591837;,0153061224489796;52;8;,153846153846154;,0192307692307692;37;4;,108108108108108;,0135135135135135
27PF;00;Opmaat;2152TB;NIEUW-VENNEP; 394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;40775;53;1;,0188679245283019;,00235849056603774;49;1;,0204081632653061;,00255102040816327;63;8;,126984126984127;,0158730158730159;67;2;,0298507462686567;,00373134328358209;81;6;,0740740740740741;,00925925925925926;69;4;,0579710144927536;,0072463768115942;67;2;,0298507462686567;,00373134328358209
27PG;00;CBS De Brandaris;2134DL;HOOFDDORP; 394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;42683;46;9;,195652173913043;,0244565217391304;45;8;,177777777777778;,0222222222222222;61;12;,19672131147541;,0245901639344262;47;7;,148936170212766;,0186170212765957;48;6;,125;,015625;57;8;,140350877192982;,0175438596491228;51;9;,176470588235294;,0220588235294118
27PH;00;De Wendakker;8043VW;ZWOLLE; 193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;110;3;,0272727272727273;,00340909090909091;114;3;,0263157894736842;,00328947368421053;118;4;,0338983050847458;,00423728813559322;109;3;,0275229357798165;,00344036697247706;110;4;,0363636363636364;,00454545454545455;83;6;,072289156626506;,00903614457831325;76;6;,0789473684210526;,00986842105263158
27PK;00;'t Kofschip;1132LE;VOLENDAM; 385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;28;0;0;0;28;4;,142857142857143;,0178571428571429;31;0;0;0;24;2;,0833333333333333;,0104166666666667;32;2;,0625;,0078125;20;1;,05;,00625;47;3;,0638297872340425;,00797872340425532
27PN;00;Arcade;3544DB;UTRECHT; 344;Utrecht;Utrecht;Bo;Algemeen bijzonder;41226;22;1;,0454545454545455;,00568181818181818;29;5;,172413793103448;,021551724137931;32;1;,03125;,00390625;34;3;,0882352941176471;,0110294117647059;43;2;,0465116279069767;,00581395348837209;44;4;,0909090909090909;,0113636363636364;41;4;,0975609756097561;,0121951219512195
27PR;00;Al Wafa;1063AD;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Islamitisch;40400;26;5;,192307692307692;,0240384615384615;24;0;0;0;28;5;,178571428571429;,0223214285714286;36;4;,111111111111111;,0138888888888889;26;2;,0769230769230769;,00961538461538462;37;2;,0540540540540541;,00675675675675676;36;5;,138888888888889;,0173611111111111
27PR;02;An Nasr;1816XA;ALKMAAR; 361;Alkmaar;Noord-Holland;Bo;Islamitisch;40400;4;0;0;0;2;0;0;0;9;1;,111111111111111;,0138888888888889;6;1;,166666666666667;,0208333333333333;10;0;0;0;10;0;0;0;15;0;0;0
27PT;00;Piet Hein;1019BM;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;41857;57;0;0;0;56;5;,0892857142857143;,0111607142857143;52;4;,0769230769230769;,00961538461538462;44;7;,159090909090909;,0198863636363636;50;7;,14;,0175;49;4;,0816326530612245;,0102040816326531;51;2;,0392156862745098;,00490196078431373
27PU;00;Zuiderzee;1086VB;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;41857;37;2;,0540540540540541;,00675675675675676;44;4;,0909090909090909;,0113636363636364;51;0;0;0;54;2;,037037037037037;,00462962962962963;45;2;,0444444444444444;,00555555555555556;40;2;,05;,00625;56;3;,0535714285714286;,00669642857142857
27PW;00;Lucas-Galecop;3437KB;NIEUWEGEIN; 356;Nieuwegein;Utrecht;Bo;Rooms-Katholiek;77975;53;7;,132075471698113;,0165094339622642;58;5;,0862068965517241;,0107758620689655;54;6;,111111111111111;,0138888888888889;38;5;,131578947368421;,0164473684210526;42;7;,166666666666667;,0208333333333333;30;1;,0333333333333333;,00416666666666667;32;2;,0625;,0078125
27PX;00;RKBS De Bras;2498BZ;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;40;3;,075;,009375;33;0;0;0;54;10;,185185185185185;,0231481481481481;44;5;,113636363636364;,0142045454545455;47;4;,0851063829787234;,0106382978723404;43;4;,0930232558139535;,0116279069767442;27;0;0;0
27RK;00;o.b.s. Het Slingertouw;8448RP;HEERENVEEN;  74;Heerenveen;Friesland;Bo;Openbaar;41573;52;5;,0961538461538462;,0120192307692308;46;4;,0869565217391304;,0108695652173913;44;2;,0454545454545455;,00568181818181818;46;6;,130434782608696;,016304347826087;49;3;,0612244897959184;,0076530612244898;57;3;,0526315789473684;,00657894736842105;56;6;,107142857142857;,0133928571428571
27RL;00;Parijsch;4105LE;CULEMBORG; 216;Culemborg;Gelderland;Bo;Openbaar;41876;30;2;,0666666666666667;,00833333333333333;46;3;,0652173913043478;,00815217391304348;34;4;,117647058823529;,0147058823529412;30;9;,3;,0375;37;8;,216216216216216;,027027027027027;30;4;,133333333333333;,0166666666666667;32;6;,1875;,0234375
27RM;00;'t Kofschip;3356DA;PAPENDRECHT; 590;Papendrecht;Zuid-Holland;Bo;Openbaar;41560;51;4;,0784313725490196;,00980392156862745;51;4;,0784313725490196;,00980392156862745;59;5;,0847457627118644;,0105932203389831;48;5;,104166666666667;,0130208333333333;37;5;,135135135135135;,0168918918918919;51;8;,156862745098039;,0196078431372549;38;2;,0526315789473684;,00657894736842105
27RN;00;De Wynwizer;8939CR;LEEUWARDEN;  80;Leeuwarden;Friesland;Bo;Openbaar;41850;77;3;,038961038961039;,00487012987012987;66;4;,0606060606060606;,00757575757575758;58;9;,155172413793103;,0193965517241379;51;7;,137254901960784;,017156862745098;61;6;,0983606557377049;,0122950819672131;49;1;,0204081632653061;,00255102040816327;42;6;,142857142857143;,0178571428571429
27RP;00;Petrus Dathenusschool;8322BA;URK; 184;Urk;Flevoland;Bo;Reformatorisch;49844;46;1;,0217391304347826;,00271739130434783;33;1;,0303030303030303;,00378787878787879;39;4;,102564102564103;,0128205128205128;39;3;,0769230769230769;,00961538461538462;41;4;,0975609756097561;,0121951219512195;42;0;0;0;31;3;,0967741935483871;,0120967741935484
27RT;00;de Vijf-er;7424DE;DEVENTER; 150;Deventer;Overijssel;Bo;Rooms-Katholiek;23128;62;7;,112903225806452;,0141129032258065;82;13;,158536585365854;,0198170731707317;74;14;,189189189189189;,0236486486486487;93;16;,172043010752688;,021505376344086;59;8;,135593220338983;,0169491525423729;49;6;,122448979591837;,0153061224489796;56;7;,125;,015625
27RU;00;O.B.S. De Dobbelsteen;4631NM;HOOGERHEIDE; 873;Woensdrecht;Noord-Brabant;Bo;Openbaar;41778;36;8;,222222222222222;,0277777777777778;42;7;,166666666666667;,0208333333333333;24;3;,125;,015625;37;7;,189189189189189;,0236486486486487;45;11;,244444444444444;,0305555555555556;35;9;,257142857142857;,0321428571428571;38;5;,131578947368421;,0164473684210526
27TZ;00;De Lispeltuut;8226TA;LELYSTAD; 995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;30;2;,0666666666666667;,00833333333333333;33;5;,151515151515152;,0189393939393939;35;4;,114285714285714;,0142857142857143;34;6;,176470588235294;,0220588235294118;30;2;,0666666666666667;,00833333333333333;35;3;,0857142857142857;,0107142857142857;37;4;,108108108108108;,0135135135135135
27UA;00;De Klimboom;5685GW;BEST; 753;Best;Noord-Brabant;Bo;Algemeen bijzonder;26977;76;2;,0263157894736842;,00328947368421053;56;4;,0714285714285714;,00892857142857143;57;3;,0526315789473684;,00657894736842105;56;3;,0535714285714286;,00669642857142857;57;1;,0175438596491228;,00219298245614035;53;8;,150943396226415;,0188679245283019;51;2;,0392156862745098;,00490196078431373
27UB;00;Obs Het Meesterwerk;1328ST;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;41676;43;6;,13953488372093;,0174418604651163;36;7;,194444444444444;,0243055555555556;46;9;,195652173913043;,0244565217391304;55;9;,163636363636364;,0204545454545455;56;9;,160714285714286;,0200892857142857;33;9;,272727272727273;,0340909090909091;17;1;,0588235294117647;,00735294117647059
27UC;00;OBS de Meander;9204JT;DRACHTEN;  90;Smallingerland;Friesland;Bo;Openbaar;41735;91;4;,043956043956044;,00549450549450549;86;6;,0697674418604651;,00872093023255814;77;1;,012987012987013;,00162337662337662;68;5;,0735294117647059;,00919117647058824;64;4;,0625;,0078125;58;5;,0862068965517241;,0107758620689655;60;5;,0833333333333333;,0104166666666667
27UE;00;de Wizzert;5411EA;ZEELAND;1685;Landerd;Noord-Brabant;Bo;Openbaar;75388;40;5;,125;,015625;27;2;,0740740740740741;,00925925925925926;21;0;0;0;17;2;,117647058823529;,0147058823529412;16;3;,1875;,0234375;9;4;,444444444444444;,0555555555555556;13;1;,0769230769230769;,00961538461538462
27UZ;00;de Fonkelsteen;5301RT;ZALTBOMMEL; 297;Zaltbommel;Gelderland;Bo;Algemeen bijzonder;74049;11;0;0;0;15;1;,0666666666666667;,00833333333333333;12;0;0;0;16;2;,125;,015625;9;2;,222222222222222;,0277777777777778;11;2;,181818181818182;,0227272727272727;17;2;,117647058823529;,0147058823529412
27VA;00;pca;2493ZL;'S-GRAVENHAGE; 518;'s-Gravenhage;Zuid-Holland;Bo;Openbaar;41572;41;4;,0975609756097561;,0121951219512195;47;4;,0851063829787234;,0106382978723404;45;5;,111111111111111;,0138888888888889;50;7;,14;,0175;58;8;,137931034482759;,0172413793103448;47;9;,191489361702128;,023936170212766;57;8;,140350877192982;,0175438596491228
27WY;00;OBS Kloosterveen;9408JA;ASSEN; 106;Assen;Drenthe;Bo;Openbaar;42719;58;5;,0862068965517241;,0107758620689655;84;5;,0595238095238095;,00744047619047619;93;4;,043010752688172;,00537634408602151;81;7;,0864197530864197;,0108024691358025;98;5;,0510204081632653;,00637755102040816;92;12;,130434782608696;,016304347826087;83;6;,072289156626506;,00903614457831325
27WZ;00;Kindcentrum De Kloostertuin;9408AM;ASSEN; 106;Assen;Drenthe;Bo;Protestants-Christelijk;32073;47;4;,0851063829787234;,0106382978723404;58;4;,0689655172413793;,00862068965517241;48;3;,0625;,0078125;50;3;,06;,0075;61;3;,0491803278688525;,00614754098360656;44;3;,0681818181818182;,00852272727272727;67;7;,104477611940299;,0130597014925373
27XA;00;De Wijngaard;3344PK;HENDRIK-IDO-AMBACHT; 531;Hendrik-Ido-Ambacht;Zuid-Holland;Bo;Protestants-Christelijk;80433;35;2;,0571428571428571;,00714285714285714;40;1;,025;,003125;46;5;,108695652173913;,0135869565217391;37;0;0;0;43;5;,116279069767442;,0145348837209302;46;5;,108695652173913;,0135869565217391;52;4;,0769230769230769;,00961538461538462
27XB;00;Sol De Watervlinder;3344PK;HENDRIK-IDO-AMBACHT; 531;Hendrik-Ido-Ambacht;Zuid-Holland;Bo;Openbaar;42562;57;5;,087719298245614;,0109649122807018;52;4;,0769230769230769;,00961538461538462;64;3;,046875;,005859375;77;9;,116883116883117;,0146103896103896;67;7;,104477611940299;,0130597014925373;68;3;,0441176470588235;,00551470588235294;81;12;,148148148148148;,0185185185185185
27XC;00;De Arabesk;6846HR;ARNHEM; 202;Arnhem;Gelderland;Bo;Rooms-Katholiek;40812;41;5;,121951219512195;,0152439024390244;67;5;,0746268656716418;,00932835820895522;61;6;,0983606557377049;,0122950819672131;55;2;,0363636363636364;,00454545454545455;50;7;,14;,0175;58;5;,0862068965517241;,0107758620689655;56;4;,0714285714285714;,00892857142857143
27XD;00;Basisschool De Boemerang;5035BR;TILBURG; 855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;48101;67;20;,298507462686567;,0373134328358209;66;9;,136363636363636;,0170454545454545;58;12;,206896551724138;,0258620689655172;63;11;,174603174603175;,0218253968253968;63;9;,142857142857143;,0178571428571429;54;8;,148148148148148;,0185185185185185;49;12;,244897959183673;,0306122448979592
27XE;00;OBS Het Woudhuis;7325NT;APELDOORN; 200;Apeldoorn;Gelderland;Bo;Openbaar;41616;19;2;,105263157894737;,0131578947368421;19;3;,157894736842105;,0197368421052632;26;7;,269230769230769;,0336538461538462;24;8;,333333333333333;,0416666666666667;33;8;,242424242424242;,0303030303030303;29;7;,241379310344828;,0301724137931035;22;5;,227272727272727;,0284090909090909
27XF;00;De Ark van Noach;3404JS;IJSSELSTEIN UT; 353;IJsselstein;Utrecht;Bo;Rooms-Katholiek;77975;94;9;,0957446808510638;,011968085106383;85;13;,152941176470588;,0191176470588235;71;13;,183098591549296;,022887323943662;57;4;,0701754385964912;,0087719298245614;0;0; ; ;0;0; ; ;0;0; ; 
27XG;00;C.B.S. Het Startblok;3845KA;HARDERWIJK; 243;Harderwijk;Gelderland;Bo;Protestants-Christelijk;85476;42;3;,0714285714285714;,00892857142857143;41;4;,0975609756097561;,0121951219512195;49;5;,102040816326531;,0127551020408163;49;4;,0816326530612245;,0102040816326531;45;9;,2;,025;44;6;,136363636363636;,0170454545454545;58;5;,0862068965517241;,0107758620689655
27XH;00;Oecum. Daltonsch De Windwijzer;1319DA;ALMERE;  34;Almere;Flevoland;Bo;Samenwerking PC, RK;40114;31;0;0;0;33;4;,121212121212121;,0151515151515152;43;7;,162790697674419;,0203488372093023;26;4;,153846153846154;,0192307692307692;53;4;,0754716981132075;,00943396226415094;27;1;,037037037037037;,00462962962962963;38;2;,0526315789473684;,00657894736842105
27XJ;00;Het Drieluik;1336BK;ALMERE;  34;Almere;Flevoland;Bo;Samenwerking PC, RK;40114;57;3;,0526315789473684;,00657894736842105;67;4;,0597014925373134;,00746268656716418;77;10;,12987012987013;,0162337662337662;89;4;,0449438202247191;,00561797752808989;86;3;,0348837209302326;,00436046511627907;100;4;,04;,005;90;3;,0333333333333333;,00416666666666667
27XK;00;Het Spectrum;3059PN;ROTTERDAM; 599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;61;6;,0983606557377049;,0122950819672131;73;9;,123287671232877;,0154109589041096;79;12;,151898734177215;,0189873417721519;92;9;,0978260869565217;,0122282608695652;82;10;,121951219512195;,0152439024390244;121;6;,0495867768595041;,00619834710743802;79;2;,0253164556962025;,00316455696202532
27YB;00;de Rank;7425GX;DEVENTER; 150;Deventer;Overijssel;Bo;Protestants-Christelijk;23128;44;3;,0681818181818182;,00852272727272727;51;2;,0392156862745098;,00490196078431373;38;1;,0263157894736842;,00328947368421053;34;6;,176470588235294;,0220588235294118;37;3;,0810810810810811;,0101351351351351;39;3;,0769230769230769;,00961538461538462;29;3;,103448275862069;,0129310344827586
27YC;00;De Bareel;1967EH;HEEMSKERK; 396;Heemskerk;Noord-Holland;Bo;Samenwerking PC, RK;40712;78;7;,0897435897435897;,0112179487179487;54;3;,0555555555555556;,00694444444444444;77;7;,0909090909090909;,0113636363636364;67;8;,119402985074627;,0149253731343284;73;6;,0821917808219178;,0102739726027397;78;6;,0769230769230769;,00961538461538462;97;10;,103092783505155;,0128865979381443
27YD;00;De Bogen;3845GC;HARDERWIJK; 243;Harderwijk;Gelderland;Bo;Openbaar;41345;40;8;,2;,025;32;6;,1875;,0234375;43;4;,0930232558139535;,0116279069767442;37;7;,189189189189189;,0236486486486487;33;4;,121212121212121;,0151515151515152;34;3;,0882352941176471;,0110294117647059;24;0;0;0
27YE;00;De Schatgraaf;6846HR;ARNHEM; 202;Arnhem;Gelderland;Bo;Openbaar;41645;42;3;,0714285714285714;,00892857142857143;50;3;,06;,0075;41;3;,0731707317073171;,00914634146341463;49;1;,0204081632653061;,00255102040816327;60;2;,0333333333333333;,00416666666666667;45;4;,0888888888888889;,0111111111111111;56;1;,0178571428571429;,00223214285714286
27YF;00;Vleuterweide;3452CB;VLEUTEN; 344;Utrecht;Utrecht;Bo;Openbaar;41400;57;2;,0350877192982456;,0043859649122807;76;6;,0789473684210526;,00986842105263158;69;3;,0434782608695652;,00543478260869565;75;3;,04;,005;84;9;,107142857142857;,0133928571428571;56;5;,0892857142857143;,0111607142857143;56;6;,107142857142857;,0133928571428571
27YG;00;Basisschool Al Qalam;2804RT;GOUDA; 513;Gouda;Zuid-Holland;Bo;Islamitisch;31118;35;4;,114285714285714;,0142857142857143;44;10;,227272727272727;,0284090909090909;52;7;,134615384615385;,0168269230769231;50;11;,22;,0275;43;9;,209302325581395;,0261627906976744;47;7;,148936170212766;,0186170212765957;51;12;,235294117647059;,0294117647058824
27YH;00;Twaalfruiter;3452SR;VLEUTEN; 344;Utrecht;Utrecht;Bo;Rooms-Katholiek;32099;66;5;,0757575757575758;,00946969696969697;104;10;,0961538461538462;,0120192307692308;109;24;,220183486238532;,0275229357798165;161;20;,124223602484472;,015527950310559;145;16;,110344827586207;,0137931034482759;136;20;,147058823529412;,0183823529411765;172;24;,13953488372093;,0174418604651163
27YJ;00;I.B.S. Ikra;3317JP;DORDRECHT; 505;Dordrecht;Zuid-Holland;Bo;Islamitisch;30731;46;5;,108695652173913;,0135869565217391;35;5;,142857142857143;,0178571428571429;41;8;,195121951219512;,024390243902439;44;3;,0681818181818182;,00852272727272727;40;8;,2;,025;40;4;,1;,0125;45;4;,0888888888888889;,0111111111111111
27YK;00;De Kleine Kapitein;1019RT;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Openbaar;41774;21;3;,142857142857143;,0178571428571429;16;2;,125;,015625;28;0;0;0;24;0;0;0;29;2;,0689655172413793;,00862068965517241;37;2;,0540540540540541;,00675675675675676;29;0;0;0
27YN;00;De Ontdekking;1319DA;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;42535;84;5;,0595238095238095;,00744047619047619;103;8;,0776699029126214;,00970873786407767;87;4;,0459770114942529;,00574712643678161;96;8;,0833333333333333;,0104166666666667;111;6;,0540540540540541;,00675675675675676;119;11;,092436974789916;,0115546218487395;125;6;,048;,006
27YP;00;KinderCampus;1212CB;HILVERSUM; 402;Hilversum;Noord-Holland;Bo;Algemeen bijzonder;40676;19;1;,0526315789473684;,00657894736842105;25;5;,2;,025;17;5;,294117647058824;,0367647058823529;19;2;,105263157894737;,0131578947368421;9;2;,222222222222222;,0277777777777778;14;0;0;0;10;2;,2;,025
27YV;00;Het SchatRijk;1544VZ;ZAANDIJK; 479;Zaanstad;Noord-Holland;Bo;Evangelisch;41251;22;2;,0909090909090909;,0113636363636364;20;2;,1;,0125;20;2;,1;,0125;20;1;,05;,00625;26;4;,153846153846154;,0192307692307692;30;2;,0666666666666667;,00833333333333333;27;2;,0740740740740741;,00925925925925926
27YW;00;De Driehoek;2994AS;BARENDRECHT; 489;Barendrecht;Zuid-Holland;Bo;Openbaar;42709;26;2;,0769230769230769;,00961538461538462;35;5;,142857142857143;,0178571428571429;34;3;,0882352941176471;,0110294117647059;32;3;,09375;,01171875;26;5;,192307692307692;,0240384615384615;26;1;,0384615384615385;,00480769230769231;40;5;,125;,015625
27YZ;00;De Groote Wielen;5247JT;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Openbaar;41672;48;3;,0625;,0078125;56;1;,0178571428571429;,00223214285714286;74;7;,0945945945945946;,0118243243243243;64;7;,109375;,013671875;65;6;,0923076923076923;,0115384615384615;76;7;,0921052631578947;,0115131578947368;94;5;,0531914893617021;,00664893617021277
27ZA;00;Wittering.nl;5247JT;ROSMALEN; 796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;25;1;,04;,005;30;3;,1;,0125;17;1;,0588235294117647;,00735294117647059;31;5;,161290322580645;,0201612903225806;27;5;,185185185185185;,0231481481481481;35;6;,171428571428571;,0214285714285714;27;5;,185185185185185;,0231481481481481
28AE;00;Jenaplanschool Zonnewereld;3452CB;VLEUTEN; 344;Utrecht;Utrecht;Bo;Protestants-Christelijk;62662;28;3;,107142857142857;,0133928571428571;52;3;,0576923076923077;,00721153846153846;46;8;,173913043478261;,0217391304347826;49;5;,102040816326531;,0127551020408163;0;0; ; ;58;9;,155172413793103;,0193965517241379;49;6;,122448979591837;,0153061224489796
28AF;00;De Ridderhof;3543BZ;UTRECHT; 344;Utrecht;Utrecht;Bo;Protestants-Christelijk;62662;97;1;,0103092783505155;,00128865979381443;105;9;,0857142857142857;,0107142857142857;100;5;,05;,00625;82;7;,0853658536585366;,0106707317073171;83;7;,0843373493975904;,0105421686746988;77;4;,051948051948052;,00649350649350649;85;9;,105882352941176;,0132352941176471
28AG;00;Obs De Meander;1567HD;ASSENDELFT; 479;Zaanstad;Noord-Holland;Bo;Openbaar;41852;53;3;,0566037735849057;,00707547169811321;53;3;,0566037735849057;,00707547169811321;41;9;,219512195121951;,0274390243902439;46;8;,173913043478261;,0217391304347826;46;5;,108695652173913;,0135869565217391;44;6;,136363636363636;,0170454545454545;32;6;,1875;,0234375
28AJ;00;De Odyssee;1060LW;AMSTERDAM; 363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;57;9;,157894736842105;,0197368421052632;68;4;,0588235294117647;,00735294117647059;54;7;,12962962962963;,0162037037037037;54;5;,0925925925925926;,0115740740740741;27;3;,111111111111111;,0138888888888889;78;4;,0512820512820513;,00641025641025641;64;2;,03125;,00390625
28AK;00;rk basisschool St. Aloysius;2801ZM;GOUDA; 513;Gouda;Zuid-Holland;Bo;Rooms-Katholiek;40765;54;7;,12962962962963;,0162037037037037;39;2;,0512820512820513;,00641025641025641;61;6;,0983606557377049;,0122950819672131;56;6;,107142857142857;,0133928571428571;52;5;,0961538461538462;,0120192307692308;50;3;,06;,0075;55;6;,109090909090909;,0136363636363636
28AL;00;Fl. Nightingale;2721GE;ZOETERMEER; 637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;77;4;,051948051948052;,00649350649350649;70;5;,0714285714285714;,00892857142857143;79;9;,113924050632911;,0142405063291139;70;6;,0857142857142857;,0107142857142857;60;5;,0833333333333333;,0104166666666667;91;2;,021978021978022;,00274725274725275;63;6;,0952380952380952;,0119047619047619
28AM;00;Het Avontuur;1336JG;ALMERE;  34;Almere;Flevoland;Bo;Openbaar;42535;45;1;,0222222222222222;,00277777777777778;61;2;,0327868852459016;,00409836065573771;59;2;,0338983050847458;,00423728813559322;45;7;,155555555555556;,0194444444444444;53;3;,0566037735849057;,00707547169811321;43;1;,0232558139534884;,00290697674418605;46;4;,0869565217391304;,0108695652173913
28AN;00;Kornak;1911LP;UITGEEST; 450;Uitgeest;Noord-Holland;Bo;Rooms-Katholiek;40712;53;4;,0754716981132075;,00943396226415094;59;6;,101694915254237;,0127118644067797;62;3;,0483870967741935;,00604838709677419;76;4;,0526315789473684;,00657894736842105;71;6;,0845070422535211;,0105633802816901;61;1;,0163934426229508;,00204918032786885;70;4;,0571428571428571;,00714285714285714
